year,category,value,unit,scenario,figure_type
2034,SK Geocentric,2.6523021604754553,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2035,SK Geocentric,2.414224099127025,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2036,SK Geocentric,2.3317705994302123,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2037,SK Geocentric,2.249021567476422,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2038,SK Geocentric,2.166568067779609,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2039,SK Geocentric,1.9445912328305528,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2040,SK Geocentric,1.7358415181816145,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2041,SK Geocentric,1.6322121955523199,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2042,SK Geocentric,1.5278373382278507,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2043,SK Geocentric,1.4234624809033816,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2044,SK Geocentric,1.319833158274087,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2045,SK Geocentric,1.2154583009496178,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2046,SK Geocentric,1.1110834436251487,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2047,SK Geocentric,0.45140833822808757,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2048,SK Geocentric,0.3447113980980043,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2049,SK Geocentric,0.23801445796792103,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2050,SK Geocentric,0.0,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2025,Yeochon NCC,6.032089659866812,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2026,Yeochon NCC,6.923189125321034,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2027,Yeochon NCC,6.9094751417952365,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2028,Yeochon NCC,6.895761158269438,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2029,Yeochon NCC,6.88204717474364,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2030,Yeochon NCC,6.868333191217841,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2031,Yeochon NCC,3.409988877754762,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2032,Yeochon NCC,3.3841656119164947,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2033,Yeochon NCC,3.3583423460782265,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2034,Yeochon NCC,3.3325190802399587,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2035,Yeochon NCC,2.7315368477038913,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2036,Yeochon NCC,2.674995129429126,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2037,Yeochon NCC,2.6182507526659213,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2038,Yeochon NCC,2.5617090343911553,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2039,Yeochon NCC,2.464955504665909,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2040,Yeochon NCC,2.3718966598890967,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2041,Yeochon NCC,2.3256995905177513,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2042,Yeochon NCC,2.279170168129345,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2043,Yeochon NCC,2.232640745740939,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2044,Yeochon NCC,2.1864436763695934,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2045,Yeochon NCC,2.1399142539811873,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2046,Yeochon NCC,2.093384831592782,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2047,Yeochon NCC,2.046855409204376,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2048,Yeochon NCC,0.10881234338963539,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2049,Yeochon NCC,0.05440617169481769,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
2050,Yeochon NCC,0.0,MtCO2_per_yr,shaheen_ncc_h2_rising_coupled,line
